Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph
TRIP_03381,IGI Airport,Rohini,21.91,Evening Peak,Weekday,Clear,Very High,Inner Road,8.2
TRIP_03382,Kalkaji,AIIMS,5.39,Morning Peak,Weekday,Clear,High,Inner Road,16.8
TRIP_03383,Chandni Chowk,Hauz Khas,11.65,Evening Peak,Weekday,Clear,Very High,Main Road,13.8
TRIP_03384,Preet Vihar,IGI Airport,21.04,Afternoon,Weekday,Heatwave,High,Highway,30.7
TRIP_03385,Hauz Khas,Model Town,18.43,Evening Peak,Weekday,Clear,Very High,Highway,21.4
TRIP_03386,Rohini,Shahdara,24.21,Afternoon,Weekend,Clear,Medium,Main Road,35.1
TRIP_03387,Noida Sector 18,Model Town,20.73,Afternoon,Weekday,Clear,Medium,Highway,56.9
TRIP_03388,Model Town,AIIMS,16.52,Night,Weekday,Clear,Medium,Inner Road,27.7
TRIP_03389,Preet Vihar,Model Town,12.75,Afternoon,Weekday,Heatwave,High,Main Road,25.4
TRIP_03390,Okhla,Punjabi Bagh,20.5,Afternoon,Weekday,Rain,Medium,Main Road,22.8
TRIP_03391,Civil Lines,Vasant Kunj,19.08,Morning Peak,Weekend,Rain,Low,Highway,48.2
TRIP_03392,IGI Airport,Greater Kailash,13.13,Morning Peak,Weekend,Clear,High,Main Road,18.4
TRIP_03393,Janakpuri,Model Town,14.54,Afternoon,Weekday,Clear,Very High,Main Road,9.5
TRIP_03394,Janakpuri,Saket,15.88,Afternoon,Weekday,Rain,Low,Highway,56.5
TRIP_03395,Civil Lines,Preet Vihar,7.88,Afternoon,Weekend,Clear,Medium,Inner Road,13.4
TRIP_03396,Preet Vihar,Punjabi Bagh,16.03,Afternoon,Weekday,Heatwave,Medium,Main Road,24.8
TRIP_03397,Civil Lines,Punjabi Bagh,9.27,Morning Peak,Weekday,Clear,High,Inner Road,12.5
TRIP_03398,Karol Bagh,Pitampura,8.11,Evening Peak,Weekday,Rain,High,Inner Road,10.5
TRIP_03399,Noida Sector 18,Mayur Vihar,5.74,Morning Peak,Weekday,Fog,Very High,Highway,11.8
TRIP_03400,Preet Vihar,Shahdara,3.56,Morning Peak,Weekday,Clear,Medium,Inner Road,28.6
TRIP_03401,Chandni Chowk,Dwarka,19.18,Morning Peak,Weekend,Fog,High,Main Road,13.1
TRIP_03402,AIIMS,Dwarka,16.25,Evening Peak,Weekday,Clear,Medium,Main Road,43.9
TRIP_03403,Janakpuri,Greater Kailash,16.54,Afternoon,Weekday,Clear,Medium,Main Road,41.1
TRIP_03404,Dwarka,Punjabi Bagh,11.86,Afternoon,Weekday,Clear,Medium,Main Road,30.9
TRIP_03405,Hauz Khas,Shahdara,16.26,Night,Weekday,Clear,Medium,Highway,61.0
TRIP_03406,Greater Kailash,Noida Sector 18,9.35,Morning Peak,Weekday,Clear,Very High,Inner Road,8.1
TRIP_03407,Shahdara,Janakpuri,20.44,Evening Peak,Weekday,Clear,High,Highway,31.1
TRIP_03408,Okhla,Mayur Vihar,9.53,Evening Peak,Weekday,Heatwave,High,Inner Road,11.7
TRIP_03409,Nehru Place,Vasant Kunj,9.97,Afternoon,Weekend,Clear,Low,Main Road,57.9
TRIP_03410,Chandni Chowk,Okhla,13.88,Morning Peak,Weekday,Fog,High,Highway,22.0
TRIP_03411,IGI Airport,Saket,11.0,Evening Peak,Weekday,Clear,High,Main Road,24.5
TRIP_03412,AIIMS,Rohini,25.2,Evening Peak,Weekend,Clear,Medium,Highway,48.0
TRIP_03413,Saket,Noida Sector 18,12.72,Evening Peak,Weekday,Rain,Medium,Highway,40.1
TRIP_03414,Hauz Khas,Greater Kailash,3.32,Afternoon,Weekday,Heatwave,Medium,Main Road,31.6
TRIP_03415,Lajpat Nagar,Hauz Khas,4.29,Evening Peak,Weekday,Clear,Very High,Inner Road,8.7
TRIP_03416,Connaught Place,AIIMS,7.18,Evening Peak,Weekday,Rain,Very High,Main Road,6.4
TRIP_03417,Nehru Place,Lajpat Nagar,2.8,Morning Peak,Weekday,Clear,High,Inner Road,11.8
TRIP_03418,Noida Sector 18,Dwarka,27.45,Afternoon,Weekday,Clear,Medium,Highway,50.1
TRIP_03419,Punjabi Bagh,Rohini,11.6,Evening Peak,Weekday,Clear,High,Main Road,30.8
TRIP_03420,Civil Lines,Shahdara,6.29,Afternoon,Weekday,Clear,Low,Main Road,39.9
TRIP_03421,Hauz Khas,Shahdara,16.26,Evening Peak,Weekday,Rain,High,Highway,28.6
TRIP_03422,Lajpat Nagar,Kalkaji,4.08,Afternoon,Weekend,Clear,Medium,Inner Road,13.2
TRIP_03423,Model Town,Chandni Chowk,8.08,Evening Peak,Weekday,Clear,Very High,Inner Road,7.9
TRIP_03424,Vasant Kunj,Preet Vihar,18.93,Night,Weekday,Heatwave,Low,Main Road,45.3
TRIP_03425,Shahdara,Greater Kailash,15.04,Evening Peak,Weekend,Rain,Medium,Main Road,19.5
TRIP_03426,Nehru Place,Noida Sector 18,7.47,Afternoon,Weekday,Clear,Medium,Main Road,32.5
TRIP_03427,Janakpuri,Civil Lines,14.89,Night,Weekday,Heatwave,Medium,Highway,42.5
TRIP_03428,Connaught Place,Dwarka,17.23,Evening Peak,Weekday,Fog,Very High,Inner Road,5.2
TRIP_03429,AIIMS,IGI Airport,10.81,Evening Peak,Weekend,Clear,Very High,Highway,18.0
TRIP_03430,Janakpuri,Saket,15.88,Afternoon,Weekend,Clear,Low,Main Road,53.1
TRIP_03431,Lajpat Nagar,Preet Vihar,9.58,Morning Peak,Weekday,Clear,Very High,Main Road,10.1
TRIP_03432,Okhla,Noida Sector 18,6.92,Morning Peak,Weekday,Heatwave,Very High,Main Road,9.6
TRIP_03433,Rajouri Garden,Connaught Place,9.35,Morning Peak,Weekday,Fog,High,Inner Road,10.6
TRIP_03434,Mayur Vihar,Noida Sector 18,5.74,Morning Peak,Weekday,Clear,High,Main Road,28.3
TRIP_03435,Rohini,Janakpuri,14.51,Morning Peak,Weekend,Clear,High,Highway,39.3
TRIP_03436,Connaught Place,Pitampura,11.52,Afternoon,Weekend,Clear,Low,Main Road,51.5
TRIP_03437,Rajouri Garden,Pitampura,6.43,Afternoon,Weekend,Rain,Medium,Main Road,31.7
TRIP_03438,Shahdara,Nehru Place,14.22,Afternoon,Weekday,Clear,Medium,Main Road,30.4
TRIP_03439,Shahdara,AIIMS,14.08,Afternoon,Weekday,Rain,Medium,Main Road,25.1
TRIP_03440,Noida Sector 18,Hauz Khas,12.51,Morning Peak,Weekday,Clear,High,Main Road,19.0
TRIP_03441,Janakpuri,Lajpat Nagar,15.7,Night,Weekday,Clear,Medium,Main Road,42.9
TRIP_03442,IGI Airport,Saket,11.0,Night,Weekday,Clear,Medium,Highway,59.8
TRIP_03443,Okhla,Karol Bagh,15.59,Morning Peak,Weekend,Rain,Medium,Main Road,24.1
TRIP_03444,Janakpuri,Preet Vihar,20.09,Morning Peak,Weekday,Clear,Medium,Highway,56.5
TRIP_03445,AIIMS,Rajouri Garden,12.31,Evening Peak,Weekday,Clear,Medium,Inner Road,19.8
TRIP_03446,Noida Sector 18,Rohini,33.01,Afternoon,Weekday,Heatwave,Very High,Highway,19.0
TRIP_03447,Karol Bagh,Vasant Kunj,15.08,Morning Peak,Weekday,Heatwave,High,Highway,36.0
TRIP_03448,Okhla,Punjabi Bagh,20.5,Evening Peak,Weekday,Clear,High,Highway,36.5
TRIP_03449,IGI Airport,Vasant Kunj,6.9,Morning Peak,Weekday,Clear,High,Highway,37.0
TRIP_03450,Rajouri Garden,Preet Vihar,16.6,Morning Peak,Weekday,Heatwave,High,Main Road,21.8
TRIP_03451,Rohini,Vasant Kunj,27.39,Night,Weekday,Fog,Low,Highway,37.4
TRIP_03452,Saket,Civil Lines,17.43,Morning Peak,Weekend,Clear,Low,Main Road,50.4
TRIP_03453,Rajouri Garden,AIIMS,12.31,Night,Weekday,Clear,Medium,Highway,67.9
TRIP_03454,Lajpat Nagar,Greater Kailash,2.6,Morning Peak,Weekend,Clear,Medium,Main Road,34.0
TRIP_03455,Pitampura,Preet Vihar,17.1,Morning Peak,Weekday,Clear,Very High,Main Road,12.9
TRIP_03456,Lajpat Nagar,Pitampura,18.08,Evening Peak,Weekday,Clear,Very High,Inner Road,7.8
TRIP_03457,Civil Lines,Kalkaji,16.3,Morning Peak,Weekday,Fog,Very High,Highway,8.7
TRIP_03458,Hauz Khas,Vasant Kunj,5.36,Evening Peak,Weekend,Clear,High,Main Road,24.5
TRIP_03459,Rohini,Janakpuri,14.51,Morning Peak,Weekend,Heatwave,High,Highway,33.5
TRIP_03460,Rohini,Lajpat Nagar,26.64,Morning Peak,Weekday,Clear,High,Highway,36.2
TRIP_03461,Rajouri Garden,Janakpuri,4.38,Morning Peak,Weekday,Clear,Medium,Inner Road,19.4
TRIP_03462,Preet Vihar,Model Town,12.75,Evening Peak,Weekend,Heatwave,High,Highway,36.7
TRIP_03463,Hauz Khas,Model Town,18.43,Morning Peak,Weekend,Heatwave,Low,Highway,74.2
TRIP_03464,Chandni Chowk,Saket,14.23,Evening Peak,Weekday,Heatwave,Very High,Main Road,13.4
TRIP_03465,Model Town,Lajpat Nagar,16.71,Evening Peak,Weekday,Clear,Very High,Main Road,10.7
TRIP_03466,Karol Bagh,Saket,14.26,Afternoon,Weekend,Fog,Low,Highway,45.1
TRIP_03467,Connaught Place,Civil Lines,5.49,Evening Peak,Weekend,Heatwave,Medium,Highway,49.9
TRIP_03468,Rohini,Greater Kailash,28.43,Morning Peak,Weekday,Clear,High,Highway,36.4
TRIP_03469,Rohini,Chandni Chowk,20.26,Morning Peak,Weekday,Heatwave,High,Highway,35.6
TRIP_03470,Connaught Place,Shahdara,8.44,Afternoon,Weekday,Fog,High,Main Road,13.1
TRIP_03471,IGI Airport,Vasant Kunj,6.9,Evening Peak,Weekday,Rain,Very High,Main Road,9.0
TRIP_03472,Chandni Chowk,Dwarka,19.18,Evening Peak,Weekday,Clear,High,Highway,39.4
TRIP_03473,Karol Bagh,Rajouri Garden,6.66,Morning Peak,Weekday,Clear,High,Main Road,21.8
TRIP_03474,Lajpat Nagar,Saket,5.89,Morning Peak,Weekday,Clear,Medium,Main Road,29.6
TRIP_03475,Chandni Chowk,Dwarka,19.18,Morning Peak,Weekday,Clear,High,Main Road,24.3
TRIP_03476,Model Town,Noida Sector 18,20.73,Afternoon,Weekday,Clear,Medium,Highway,57.2
TRIP_03477,Punjabi Bagh,Nehru Place,17.83,Morning Peak,Weekday,Rain,High,Main Road,18.0
TRIP_03478,Mayur Vihar,Janakpuri,20.24,Morning Peak,Weekday,Clear,High,Highway,44.7
TRIP_03479,Greater Kailash,Civil Lines,14.87,Morning Peak,Weekday,Rain,High,Highway,20.8
TRIP_03480,Karol Bagh,Connaught Place,3.42,Afternoon,Weekday,Fog,Medium,Main Road,17.1
TRIP_03481,Model Town,Shahdara,10.5,Night,Weekday,Clear,Very High,Main Road,10.6
TRIP_03482,Rohini,AIIMS,25.2,Morning Peak,Weekday,Heatwave,High,Highway,41.2
TRIP_03483,Janakpuri,Civil Lines,14.89,Morning Peak,Weekday,Clear,Low,Main Road,40.9
TRIP_03484,IGI Airport,Connaught Place,14.14,Afternoon,Weekday,Fog,Low,Main Road,29.6
TRIP_03485,Karol Bagh,AIIMS,9.61,Afternoon,Weekday,Clear,Medium,Highway,49.3
TRIP_03486,Punjabi Bagh,Chandni Chowk,9.93,Morning Peak,Weekend,Clear,Medium,Main Road,31.4
TRIP_03487,Civil Lines,Greater Kailash,14.87,Night,Weekday,Clear,Low,Main Road,37.0
TRIP_03488,Model Town,Janakpuri,14.54,Morning Peak,Weekday,Heatwave,High,Main Road,19.2
TRIP_03489,Model Town,AIIMS,16.52,Evening Peak,Weekday,Clear,Medium,Highway,48.1
TRIP_03490,AIIMS,Pitampura,17.0,Morning Peak,Weekday,Clear,High,Inner Road,12.9
TRIP_03491,IGI Airport,Kalkaji,15.01,Night,Weekday,Clear,Medium,Highway,48.2
TRIP_03492,Greater Kailash,Chandni Chowk,11.55,Morning Peak,Weekday,Clear,Very High,Main Road,13.1
TRIP_03493,Lajpat Nagar,Vasant Kunj,9.65,Afternoon,Weekday,Clear,Medium,Main Road,36.4
TRIP_03494,Saket,Shahdara,18.39,Night,Weekday,Clear,Low,Highway,77.5
TRIP_03495,Lajpat Nagar,Greater Kailash,2.6,Evening Peak,Weekday,Heatwave,Very High,Inner Road,8.1
TRIP_03496,Noida Sector 18,Janakpuri,23.96,Evening Peak,Weekday,Clear,High,Highway,41.0
TRIP_03497,IGI Airport,Pitampura,16.75,Night,Weekday,Heatwave,Low,Main Road,40.3
TRIP_03498,Karol Bagh,Model Town,7.02,Evening Peak,Weekday,Fog,High,Inner Road,7.8
TRIP_03499,AIIMS,Mayur Vihar,9.79,Evening Peak,Weekday,Clear,Very High,Main Road,9.7
TRIP_03500,AIIMS,Kalkaji,5.39,Evening Peak,Weekday,Clear,High,Inner Road,15.2
TRIP_03501,Punjabi Bagh,Vasant Kunj,16.74,Evening Peak,Weekday,Clear,Very High,Main Road,13.1
TRIP_03502,Nehru Place,Civil Lines,14.85,Evening Peak,Weekday,Fog,High,Main Road,9.5
TRIP_03503,Okhla,Pitampura,23.54,Evening Peak,Weekend,Clear,Medium,Highway,51.6
TRIP_03504,Mayur Vihar,Kalkaji,9.67,Morning Peak,Weekday,Clear,Medium,Main Road,41.6
TRIP_03505,Rajouri Garden,Pitampura,6.43,Morning Peak,Weekday,Clear,High,Inner Road,16.6
TRIP_03506,Okhla,Punjabi Bagh,20.5,Morning Peak,Weekday,Rain,High,Highway,22.6
TRIP_03507,Preet Vihar,Noida Sector 18,8.57,Afternoon,Weekday,Clear,Medium,Main Road,34.4
TRIP_03508,Greater Kailash,Pitampura,20.1,Morning Peak,Weekday,Clear,High,Highway,39.4
TRIP_03509,Punjabi Bagh,Lajpat Nagar,15.06,Afternoon,Weekday,Clear,Medium,Main Road,45.0
TRIP_03510,Civil Lines,Preet Vihar,7.88,Evening Peak,Weekday,Clear,Medium,Main Road,38.9
TRIP_03511,Greater Kailash,Connaught Place,9.57,Afternoon,Weekday,Fog,Medium,Highway,30.0
TRIP_03512,Saket,Noida Sector 18,12.72,Morning Peak,Weekday,Rain,High,Highway,30.4
TRIP_03513,Okhla,Rajouri Garden,19.41,Morning Peak,Weekend,Clear,Medium,Highway,62.3
TRIP_03514,IGI Airport,Shahdara,22.57,Morning Peak,Weekday,Clear,Very High,Highway,21.9
TRIP_03515,Punjabi Bagh,Rajouri Garden,2.52,Evening Peak,Weekend,Fog,Medium,Inner Road,8.0
TRIP_03516,Vasant Kunj,Lajpat Nagar,9.65,Morning Peak,Weekday,Heatwave,High,Main Road,18.0
TRIP_03517,Mayur Vihar,Karol Bagh,11.04,Evening Peak,Weekday,Clear,Low,Highway,63.8
TRIP_03518,Okhla,Model Town,21.87,Afternoon,Weekday,Rain,High,Highway,27.4
TRIP_03519,Greater Kailash,Punjabi Bagh,16.84,Morning Peak,Weekday,Clear,Low,Main Road,35.0
TRIP_03520,Kalkaji,Dwarka,21.07,Evening Peak,Weekday,Clear,High,Highway,35.9
TRIP_03521,Saket,Model Town,21.24,Evening Peak,Weekend,Rain,Very High,Highway,11.6
TRIP_03522,Kalkaji,Vasant Kunj,9.44,Morning Peak,Weekend,Rain,Very High,Inner Road,4.9
TRIP_03523,Nehru Place,Saket,5.32,Afternoon,Weekday,Clear,Low,Inner Road,16.0
TRIP_03524,IGI Airport,AIIMS,10.81,Afternoon,Weekend,Heatwave,Low,Main Road,32.7
TRIP_03525,Nehru Place,Vasant Kunj,9.97,Night,Weekday,Clear,Low,Main Road,60.2
TRIP_03526,Saket,Chandni Chowk,14.23,Morning Peak,Weekend,Clear,Medium,Highway,54.9
TRIP_03527,Dwarka,Janakpuri,5.26,Morning Peak,Weekend,Fog,Low,Inner Road,21.9
TRIP_03528,Preet Vihar,Rohini,25.98,Evening Peak,Weekday,Heatwave,Very High,Highway,19.0
TRIP_03529,Model Town,Okhla,21.87,Afternoon,Weekday,Clear,Medium,Highway,48.9
TRIP_03530,Preet Vihar,Saket,15.46,Morning Peak,Weekend,Heatwave,High,Highway,39.2
TRIP_03531,Dwarka,Civil Lines,20.04,Evening Peak,Weekday,Clear,Medium,Highway,59.9
TRIP_03532,Kalkaji,Mayur Vihar,9.67,Night,Weekday,Clear,Low,Inner Road,30.2
TRIP_03533,Lajpat Nagar,Karol Bagh,10.19,Evening Peak,Weekday,Rain,Very High,Main Road,9.4
TRIP_03534,IGI Airport,Dwarka,6.61,Evening Peak,Weekday,Clear,Very High,Inner Road,7.6
TRIP_03535,Janakpuri,Lajpat Nagar,15.7,Evening Peak,Weekend,Rain,Low,Main Road,37.4
TRIP_03536,Preet Vihar,Rajouri Garden,16.6,Night,Weekday,Clear,Medium,Highway,61.6
TRIP_03537,Janakpuri,Shahdara,20.44,Evening Peak,Weekend,Clear,Very High,Highway,21.4
TRIP_03538,Punjabi Bagh,Hauz Khas,14.84,Evening Peak,Weekend,Clear,Medium,Highway,52.8
TRIP_03539,Rajouri Garden,Connaught Place,9.35,Evening Peak,Weekday,Clear,Medium,Inner Road,12.4
TRIP_03540,Vasant Kunj,Janakpuri,13.24,Evening Peak,Weekend,Clear,Very High,Main Road,15.0
TRIP_03541,Civil Lines,Okhla,17.22,Afternoon,Weekday,Rain,Low,Highway,60.6
TRIP_03542,Greater Kailash,Kalkaji,2.15,Afternoon,Weekend,Clear,Low,Inner Road,18.6
TRIP_03543,Mayur Vihar,Civil Lines,10.05,Evening Peak,Weekday,Clear,Very High,Inner Road,8.1
TRIP_03544,AIIMS,Noida Sector 18,11.33,Evening Peak,Weekday,Clear,High,Main Road,27.1
TRIP_03545,Rajouri Garden,Civil Lines,10.68,Morning Peak,Weekday,Clear,High,Highway,37.0
TRIP_03546,Karol Bagh,Saket,14.26,Evening Peak,Weekend,Clear,Low,Main Road,55.5
TRIP_03547,Shahdara,Nehru Place,14.22,Night,Weekday,Heatwave,Low,Highway,82.5
TRIP_03548,Saket,Rajouri Garden,15.91,Morning Peak,Weekday,Rain,Very High,Main Road,8.4
TRIP_03549,Mayur Vihar,IGI Airport,20.09,Night,Weekend,Clear,Low,Highway,62.0
TRIP_03550,Saket,Civil Lines,17.43,Afternoon,Weekday,Rain,Medium,Highway,44.2
TRIP_03551,Rohini,Pitampura,8.97,Afternoon,Weekday,Fog,Medium,Main Road,21.5
TRIP_03552,Dwarka,Noida Sector 18,27.45,Evening Peak,Weekday,Fog,Medium,Main Road,21.1
TRIP_03553,Hauz Khas,Janakpuri,13.61,Morning Peak,Weekday,Clear,Medium,Main Road,42.6
TRIP_03554,Civil Lines,Hauz Khas,14.76,Night,Weekday,Clear,Low,Main Road,42.0
TRIP_03555,Mayur Vihar,Greater Kailash,9.55,Afternoon,Weekday,Clear,Medium,Inner Road,19.2
TRIP_03556,Chandni Chowk,Vasant Kunj,16.27,Afternoon,Weekday,Clear,High,Highway,41.2
TRIP_03557,Nehru Place,Kalkaji,1.51,Afternoon,Weekend,Clear,High,Main Road,24.4
TRIP_03558,Noida Sector 18,IGI Airport,22.12,Evening Peak,Weekday,Heatwave,Very High,Highway,17.2
TRIP_03559,Dwarka,Vasant Kunj,13.52,Night,Weekday,Heatwave,Low,Inner Road,31.5
TRIP_03560,AIIMS,Mayur Vihar,9.79,Night,Weekend,Clear,High,Main Road,29.1
TRIP_03561,Noida Sector 18,Mayur Vihar,5.74,Afternoon,Weekday,Clear,High,Inner Road,10.7
TRIP_03562,Noida Sector 18,Pitampura,24.06,Afternoon,Weekday,Heatwave,Medium,Highway,59.8
TRIP_03563,Greater Kailash,Hauz Khas,3.32,Morning Peak,Weekend,Clear,Low,Inner Road,28.7
TRIP_03564,Punjabi Bagh,IGI Airport,12.83,Afternoon,Weekday,Rain,Medium,Highway,41.1
TRIP_03565,Model Town,Greater Kailash,19.14,Evening Peak,Weekday,Heatwave,High,Highway,42.4
TRIP_03566,Rajouri Garden,Okhla,19.41,Evening Peak,Weekday,Fog,High,Highway,18.4
TRIP_03567,Punjabi Bagh,Lajpat Nagar,15.06,Morning Peak,Weekend,Rain,Medium,Inner Road,11.0
TRIP_03568,Civil Lines,Vasant Kunj,19.08,Evening Peak,Weekday,Clear,Very High,Inner Road,8.6
TRIP_03569,Pitampura,Noida Sector 18,24.06,Evening Peak,Weekday,Clear,Very High,Main Road,14.0
TRIP_03570,Saket,Noida Sector 18,12.72,Evening Peak,Weekend,Heatwave,Medium,Main Road,33.8
TRIP_03571,Preet Vihar,Noida Sector 18,8.57,Morning Peak,Weekend,Clear,Very High,Main Road,9.6
TRIP_03572,Model Town,AIIMS,16.52,Evening Peak,Weekday,Clear,Medium,Main Road,35.8
TRIP_03573,Pitampura,Preet Vihar,17.1,Evening Peak,Weekday,Clear,Very High,Highway,15.7
TRIP_03574,Mayur Vihar,Kalkaji,9.67,Morning Peak,Weekday,Rain,High,Inner Road,8.1
TRIP_03575,Dwarka,Punjabi Bagh,11.86,Afternoon,Weekday,Clear,High,Highway,41.5
TRIP_03576,Vasant Kunj,Janakpuri,13.24,Morning Peak,Weekend,Clear,Medium,Highway,47.2
TRIP_03577,Civil Lines,Shahdara,6.29,Afternoon,Weekday,Clear,Medium,Main Road,37.3
TRIP_03578,Rajouri Garden,Vasant Kunj,14.56,Afternoon,Weekday,Clear,Low,Highway,65.5
TRIP_03579,Noida Sector 18,Preet Vihar,8.57,Morning Peak,Weekday,Clear,Very High,Main Road,14.1
TRIP_03580,Vasant Kunj,Greater Kailash,8.11,Night,Weekend,Clear,Low,Inner Road,22.3
TRIP_03581,Karol Bagh,Vasant Kunj,15.08,Morning Peak,Weekday,Clear,High,Highway,32.8
TRIP_03582,Punjabi Bagh,Rajouri Garden,2.52,Morning Peak,Weekday,Clear,High,Main Road,22.5
TRIP_03583,Hauz Khas,Rohini,26.29,Afternoon,Weekday,Clear,High,Highway,30.5
TRIP_03584,Punjabi Bagh,Vasant Kunj,16.74,Morning Peak,Weekday,Clear,High,Main Road,20.0
TRIP_03585,Preet Vihar,AIIMS,11.51,Evening Peak,Weekend,Heatwave,High,Main Road,19.4
TRIP_03586,Karol Bagh,IGI Airport,13.83,Morning Peak,Weekday,Clear,Very High,Highway,18.7
TRIP_03587,Janakpuri,Nehru Place,18.07,Afternoon,Weekend,Clear,Low,Main Road,51.1
TRIP_03588,Saket,Okhla,6.33,Evening Peak,Weekend,Heatwave,Very High,Inner Road,8.0
TRIP_03589,Hauz Khas,Chandni Chowk,11.65,Evening Peak,Weekday,Heatwave,High,Main Road,24.1
TRIP_03590,Noida Sector 18,Saket,12.72,Afternoon,Weekend,Clear,Medium,Highway,47.2
TRIP_03591,Preet Vihar,Chandni Chowk,6.1,Evening Peak,Weekday,Heatwave,High,Main Road,19.6
TRIP_03592,Mayur Vihar,Okhla,9.53,Morning Peak,Weekend,Clear,Very High,Inner Road,8.1
TRIP_03593,Mayur Vihar,Okhla,9.53,Evening Peak,Weekday,Clear,Medium,Main Road,27.8
TRIP_03594,Connaught Place,Pitampura,11.52,Evening Peak,Weekend,Clear,Very High,Highway,18.2
TRIP_03595,Civil Lines,Kalkaji,16.3,Night,Weekend,Clear,Low,Highway,63.7
TRIP_03596,Chandni Chowk,Lajpat Nagar,8.98,Afternoon,Weekend,Clear,Medium,Main Road,35.7
TRIP_03597,Okhla,IGI Airport,16.94,Morning Peak,Weekend,Clear,Medium,Highway,53.1
TRIP_03598,Rajouri Garden,Dwarka,9.64,Afternoon,Weekday,Clear,Very High,Main Road,9.6
TRIP_03599,Connaught Place,Okhla,12.39,Afternoon,Weekend,Clear,Low,Highway,86.0
TRIP_03600,Civil Lines,Punjabi Bagh,9.27,Evening Peak,Weekend,Clear,Low,Main Road,48.6
TRIP_03601,IGI Airport,Chandni Chowk,16.54,Evening Peak,Weekday,Clear,Very High,Main Road,11.6
TRIP_03602,Kalkaji,Rajouri Garden,17.69,Evening Peak,Weekend,Clear,Medium,Highway,53.5
TRIP_03603,Connaught Place,Rohini,20.4,Afternoon,Weekday,Rain,Medium,Highway,36.3
TRIP_03604,Lajpat Nagar,Preet Vihar,9.58,Evening Peak,Weekday,Heatwave,High,Main Road,23.2
TRIP_03605,Hauz Khas,Lajpat Nagar,4.29,Evening Peak,Weekday,Clear,Very High,Main Road,15.6
TRIP_03606,Model Town,Okhla,21.87,Evening Peak,Weekday,Heatwave,High,Highway,42.0
TRIP_03607,IGI Airport,Janakpuri,7.4,Afternoon,Weekday,Clear,Low,Main Road,54.7
TRIP_03608,Lajpat Nagar,Pitampura,18.08,Afternoon,Weekday,Clear,Medium,Highway,49.0
TRIP_03609,Kalkaji,Noida Sector 18,8.19,Morning Peak,Weekday,Fog,Medium,Main Road,19.6
TRIP_03610,Mayur Vihar,Noida Sector 18,5.74,Morning Peak,Weekday,Clear,High,Main Road,28.6
TRIP_03611,Rohini,Model Town,13.8,Morning Peak,Weekday,Clear,High,Main Road,18.2
TRIP_03612,Dwarka,Mayur Vihar,24.43,Morning Peak,Weekday,Clear,High,Highway,43.3
TRIP_03613,Nehru Place,Rajouri Garden,16.77,Night,Weekday,Clear,Low,Main Road,43.5
TRIP_03614,Rajouri Garden,Okhla,19.41,Afternoon,Weekday,Clear,Medium,Highway,60.3
TRIP_03615,Janakpuri,Saket,15.88,Morning Peak,Weekday,Rain,High,Highway,29.6
TRIP_03616,Janakpuri,Dwarka,5.26,Morning Peak,Weekday,Clear,High,Main Road,23.1
TRIP_03617,Greater Kailash,Rohini,28.43,Morning Peak,Weekday,Clear,High,Highway,40.3
TRIP_03618,IGI Airport,Pitampura,16.75,Morning Peak,Weekday,Clear,High,Main Road,22.3
TRIP_03619,Chandni Chowk,Lajpat Nagar,8.98,Morning Peak,Weekday,Heatwave,High,Highway,28.2
TRIP_03620,Greater Kailash,Pitampura,20.1,Morning Peak,Weekday,Clear,Very High,Highway,17.0
TRIP_03621,Punjabi Bagh,Vasant Kunj,16.74,Night,Weekend,Rain,Low,Highway,52.8
TRIP_03622,AIIMS,Karol Bagh,9.61,Evening Peak,Weekday,Clear,High,Main Road,22.9
TRIP_03623,Chandni Chowk,Vasant Kunj,16.27,Night,Weekday,Clear,Low,Main Road,47.9
TRIP_03624,AIIMS,Model Town,16.52,Morning Peak,Weekday,Clear,High,Main Road,20.1
TRIP_03625,Chandni Chowk,Rajouri Garden,10.59,Evening Peak,Weekend,Clear,Very High,Inner Road,8.2
TRIP_03626,Preet Vihar,Nehru Place,10.93,Morning Peak,Weekday,Clear,High,Main Road,19.9
TRIP_03627,Okhla,Rajouri Garden,19.41,Afternoon,Weekday,Clear,Low,Highway,61.2
TRIP_03628,Preet Vihar,Punjabi Bagh,16.03,Evening Peak,Weekday,Clear,Very High,Inner Road,8.1
TRIP_03629,AIIMS,Connaught Place,7.18,Morning Peak,Weekday,Heatwave,High,Main Road,24.6
TRIP_03630,Saket,Shahdara,18.39,Evening Peak,Weekday,Rain,Very High,Highway,12.6
TRIP_03631,Hauz Khas,Vasant Kunj,5.36,Afternoon,Weekday,Rain,Medium,Inner Road,17.6
TRIP_03632,Pitampura,Kalkaji,22.07,Evening Peak,Weekday,Clear,High,Main Road,23.0
TRIP_03633,AIIMS,Dwarka,16.25,Afternoon,Weekday,Clear,High,Main Road,21.7
TRIP_03634,Rajouri Garden,Dwarka,9.64,Afternoon,Weekday,Heatwave,High,Main Road,27.5
TRIP_03635,Nehru Place,Dwarka,20.8,Morning Peak,Weekday,Heatwave,Very High,Main Road,8.8
TRIP_03636,Karol Bagh,Mayur Vihar,11.04,Morning Peak,Weekday,Heatwave,Very High,Inner Road,7.9
